Nom du jeu,Code emission,N° livret,N° du colis,Date de réception,Date d'activation,Date statut vendu,Date relevé d'opération,N° relevé d'opération
MEGA MOTS CROISÉS,67403,432150,703983900,2022-06-29 00:00:00,2022-07-06 00:00:00,2022-07-07 00:00:00,2022-07-11 00:00:00,04D2813342022055
MILLIONNAIRE,67101,5300534,703983900,2022-06-29 00:00:00,2022-07-06 00:00:00,2022-07-08 00:00:00,2022-07-11 00:00:00,04D2813342022055
SOLITAIRE,67202,2399106,703891660,2022-06-03 00:00:00,2022-07-06 00:00:00,2022-07-17 00:00:00,2022-07-18 00:00:00,04D2813342022057
SUPER 10 OU 200,66804,1147941,703945351,2022-06-17 00:00:00,2022-07-06 00:00:00,2022-07-07 00:00:00,2022-07-11 00:00:00,04D2813342022055
X20,14801,575147,800493400,2022-06-17 00:00:00,2022-07-06 00:00:00,2022-07-09 00:00:00,2022-07-11 00:00:00,04D2813342022055
CASH,14001,4583925,703945351,2022-06-17 00:00:00,2022-07-04 00:00:00,2022-07-05 00:00:00,2022-07-11 00:00:00,04D2813342022055
JACKPOT,65902,4790700,800435478,2022-05-20 00:00:00,2022-07-04 00:00:00,2022-07-08 00:00:00,2022-07-11 00:00:00,04D2813342022055
MAXI MOTS CROISÉS,67303,845809,703945351,2022-06-17 00:00:00,2022-07-04 00:00:00,2022-07-05 00:00:00,2022-07-11 00:00:00,04D2813342022055
MAXI MOTS CROISÉS,67303,845817,703945351,2022-06-17 00:00:00,2022-07-04 00:00:00,2022-07-07 00:00:00,2022-07-11 00:00:00,04D2813342022055
MEGA GOAL,69901,959555,800435479,2022-05-20 00:00:00,2022-07-04 00:00:00,2022-07-07 00:00:00,2022-07-11 00:00:00,04D2813342022055
MEGA MOTS CROISÉS,67403,432137,703983900,2022-06-29 00:00:00,2022-07-04 00:00:00,2022-07-05 00:00:00,2022-07-11 00:00:00,04D2813342022055
MEGA MOTS CROISÉS,67403,432138,703983900,2022-06-29 00:00:00,2022-07-04 00:00:00,2022-07-05 00:00:00,2022-07-11 00:00:00,04D2813342022055
MILLIONNAIRE,67101,5300533,703983900,2022-06-29 00:00:00,2022-07-04 00:00:00,2022-07-07 00:00:00,2022-07-11 00:00:00,04D2813342022055
SUPER 10 OU 200,66804,1147940,703945351,2022-06-17 00:00:00,2022-07-04 00:00:00,2022-07-05 00:00:00,2022-07-11 00:00:00,04D2813342022055
X20,14801,575146,800493400,2022-06-17 00:00:00,2022-07-04 00:00:00,2022-07-06 00:00:00,2022-07-11 00:00:00,04D2813342022055
AS DE COEUR,14701,291637,703924767,2022-06-13 00:00:00,2022-07-03 00:00:00,2022-07-08 00:00:00,2022-07-11 00:00:00,04D2813342022055
SUPER 10 OU 200,66804,1147939,703945351,2022-06-17 00:00:00,2022-07-03 00:00:00,2022-07-04 00:00:00,2022-07-11 00:00:00,04D2813342022055
X10,14901,353141,800493400,2022-06-17 00:00:00,2022-07-03 00:00:00,2022-07-09 00:00:00,2022-07-11 00:00:00,04D2813342022055
CASH,14001,4583903,703945351,2022-06-17 00:00:00,2022-07-02 00:00:00,2022-07-03 00:00:00,2022-07-04 00:00:00,04D2813342022053
CASH,14001,4583924,703945351,2022-06-17 00:00:00,2022-07-02 00:00:00,2022-07-05 00:00:00,2022-07-11 00:00:00,04D2813342022055
JACKPOT,65902,4790680,800435478,2022-05-20 00:00:00,2022-07-02 00:00:00,2022-07-05 00:00:00,2022-07-11 00:00:00,04D2813342022055
MAXI MOTS CROISÉS,67303,736927,800435479,2022-05-20 00:00:00,2022-07-02 00:00:00,2022-07-05 00:00:00,2022-07-11 00:00:00,04D2813342022055
MEGA MOTS CROISÉS,67403,432127,703983900,2022-06-29 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,2022-07-11 00:00:00,04D2813342022055
QUITTE OU DOUBLE,66501,1717158,703606359,2022-03-02 00:00:00,2022-07-02 00:00:00,2022-08-08 00:00:00,2022-08-15 00:00:00,04D2813342022066
SUPER 10 OU 200,66804,1147938,703945351,2022-06-17 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,2022-07-11 00:00:00,04D2813342022055
X20,14801,575139,800493400,2022-06-17 00:00:00,2022-07-02 00:00:00,2022-07-03 00:00:00,2022-07-04 00:00:00,04D2813342022053
X20,14801,575145,800493400,2022-06-17 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,2022-07-11 00:00:00,04D2813342022055
CASH,14001,4583898,703945351,2022-06-17 00:00:00,2022-07-01 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
CASH,14001,4583902,703945351,2022-06-17 00:00:00,2022-07-01 00:00:00,2022-07-03 00:00:00,2022-07-04 00:00:00,04D2813342022053
MAXI MOTS CROISÉS,67303,736924,800435479,2022-05-20 00:00:00,2022-07-01 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
MAXI MOTS CROISÉS,67303,736925,800435479,2022-05-20 00:00:00,2022-07-01 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
MAXI MOTS CROISÉS,67303,736926,800435479,2022-05-20 00:00:00,2022-07-01 00:00:00,2022-07-03 00:00:00,2022-07-04 00:00:00,04D2813342022053
MILLIONNAIRE,67101,5106841,703945352,2022-06-17 00:00:00,2022-07-01 00:00:00,2022-07-05 00:00:00,2022-07-11 00:00:00,04D2813342022055
SUPER 10 OU 200,66804,1369820,703945351,2022-06-17 00:00:00,2022-07-01 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
SUPER 10 OU 200,66804,1369879,703945351,2022-06-17 00:00:00,2022-07-01 00:00:00,2022-07-03 00:00:00,2022-07-04 00:00:00,04D2813342022053
X20,14801,575137,800493400,2022-06-17 00:00:00,2022-07-01 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
X20,14801,575138,800493400,2022-06-17 00:00:00,2022-07-01 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
A PRENDRE OU A LAISSER,70301,2088879,703891660,2022-06-03 00:00:00,2022-06-30 00:00:00,2022-07-08 00:00:00,2022-07-11 00:00:00,04D2813342022055
CASH,14001,4148483,703891660,2022-06-03 00:00:00,2022-06-30 00:00:00,2022-07-01 00:00:00,2022-07-04 00:00:00,04D2813342022053
MAXI MOTS CROISÉS,67303,736923,800435479,2022-05-20 00:00:00,2022-06-30 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
MOTS CROISÉS,67503,22514,703835153,2022-05-06 00:00:00,2022-06-30 00:00:00,2022-07-07 00:00:00,2022-07-11 00:00:00,04D2813342022055
SUPER 10 OU 200,66804,1369819,703945351,2022-06-17 00:00:00,2022-06-30 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
X20,14801,575125,800493400,2022-06-17 00:00:00,2022-06-30 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
AS DE COEUR,14701,291634,703924767,2022-06-13 00:00:00,2022-06-29 00:00:00,2022-07-03 00:00:00,2022-07-04 00:00:00,04D2813342022053
MEGA MOTS CROISÉS,67403,432125,703983900,2022-06-29 00:00:00,2022-06-29 00:00:00,2022-06-30 00:00:00,2022-07-04 00:00:00,04D2813342022053
MEGA MOTS CROISÉS,67403,432126,703983900,2022-06-29 00:00:00,2022-06-29 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
MILLIONNAIRE,67101,5105920,703945352,2022-06-17 00:00:00,2022-06-29 00:00:00,2022-06-30 00:00:00,2022-07-04 00:00:00,04D2813342022053
SUPER 10 OU 200,66804,1369818,703945351,2022-06-17 00:00:00,2022-06-29 00:00:00,2022-07-01 00:00:00,2022-07-04 00:00:00,04D2813342022053
X20,14801,575120,800493400,2022-06-17 00:00:00,2022-06-29 00:00:00,2022-07-01 00:00:00,2022-07-04 00:00:00,04D2813342022053
ASTRO,66402,1524235,703719229,2022-04-08 00:00:00,2022-06-27 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
CASH,14001,4583897,703945351,2022-06-17 00:00:00,2022-06-27 00:00:00,2022-06-30 00:00:00,2022-07-04 00:00:00,04D2813342022053
JACKPOT,65902,4832143,703777097,2022-04-22 00:00:00,2022-06-27 00:00:00,2022-07-03 00:00:00,2022-07-04 00:00:00,04D2813342022053
MAXI MOTS CROISÉS,67303,736922,800435479,2022-05-20 00:00:00,2022-06-27 00:00:00,2022-06-30 00:00:00,2022-07-04 00:00:00,04D2813342022053
MEGA MOTS CROISÉS,67403,495581,703945352,2022-06-17 00:00:00,2022-06-27 00:00:00,2022-06-30 00:00:00,2022-07-04 00:00:00,04D2813342022053
SUPER 10 OU 200,66804,1369813,703945351,2022-06-17 00:00:00,2022-06-27 00:00:00,2022-06-28 00:00:00,2022-07-04 00:00:00,04D2813342022053
X10,14901,351531,800493400,2022-06-17 00:00:00,2022-06-27 00:00:00,2022-06-30 00:00:00,2022-07-04 00:00:00,04D2813342022053
X20,14801,573861,800493400,2022-06-17 00:00:00,2022-06-27 00:00:00,2022-06-28 00:00:00,2022-07-04 00:00:00,04D2813342022053
X20,14801,575119,800493400,2022-06-17 00:00:00,2022-06-27 00:00:00,2022-06-30 00:00:00,2022-07-04 00:00:00,04D2813342022053
CASH,14001,4148793,703891660,2022-06-03 00:00:00,2022-06-26 00:00:00,2022-06-28 00:00:00,2022-07-04 00:00:00,04D2813342022053
MAXI MOTS CROISÉS,67303,736921,800435479,2022-05-20 00:00:00,2022-06-26 00:00:00,2022-06-28 00:00:00,2022-07-04 00:00:00,04D2813342022053
PACTOLE,63903,2606809,703719229,2022-04-08 00:00:00,2022-06-26 00:00:00,2022-06-28 00:00:00,2022-07-04 00:00:00,04D2813342022053
A PRENDRE OU A LAISSER,70301,1441037,703777097,2022-04-22 00:00:00,2022-06-25 00:00:00,2022-07-01 00:00:00,2022-07-04 00:00:00,04D2813342022053
CASH,14001,4148513,703891660,2022-06-03 00:00:00,2022-06-25 00:00:00,2022-06-27 00:00:00,2022-07-04 00:00:00,04D2813342022053
MAXI MOTS CROISÉS,67303,736919,800435479,2022-05-20 00:00:00,2022-06-25 00:00:00,2022-06-26 00:00:00,2022-06-27 00:00:00,04D2813342022051
MAXI MOTS CROISÉS,67303,736920,800435479,2022-05-20 00:00:00,2022-06-25 00:00:00,2022-06-27 00:00:00,2022-07-04 00:00:00,04D2813342022053
MEGA MOTS CROISÉS,67403,495273,703945352,2022-06-17 00:00:00,2022-06-25 00:00:00,2022-06-27 00:00:00,2022-07-04 00:00:00,04D2813342022053
MEGA MOTS CROISÉS,67403,495571,703945352,2022-06-17 00:00:00,2022-06-25 00:00:00,2022-06-26 00:00:00,2022-06-27 00:00:00,04D2813342022051
SUPER 10 OU 200,66804,1369812,703945351,2022-06-17 00:00:00,2022-06-25 00:00:00,2022-06-27 00:00:00,2022-07-04 00:00:00,04D2813342022053
AS DE COEUR,14701,291633,703924767,2022-06-13 00:00:00,2022-06-24 00:00:00,2022-06-26 00:00:00,2022-06-27 00:00:00,04D2813342022051
CASH,14001,4148514,703891660,2022-06-03 00:00:00,2022-06-24 00:00:00,2022-06-26 00:00:00,2022-06-27 00:00:00,04D2813342022051
JACKPOT,65902,4832141,703777097,2022-04-22 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,2022-07-04 00:00:00,04D2813342022053
MAXI MOTS CROISÉS,67303,736918,800435479,2022-05-20 00:00:00,2022-06-24 00:00:00,2022-06-26 00:00:00,2022-06-27 00:00:00,04D2813342022051
MEGA MOTS CROISÉS,67403,462435,703945351,2022-06-17 00:00:00,2022-06-24 00:00:00,2022-06-25 00:00:00,2022-06-27 00:00:00,04D2813342022051
MEGA MOTS CROISÉS,67403,495261,703945352,2022-06-17 00:00:00,2022-06-24 00:00:00,2022-06-25 00:00:00,2022-06-27 00:00:00,04D2813342022051
MILLIONNAIRE,67101,4875084,703891660,2022-06-03 00:00:00,2022-06-24 00:00:00,2022-06-30 00:00:00,2022-07-04 00:00:00,04D2813342022053
SUPER 10 OU 200,66804,948595,703891660,2022-06-03 00:00:00,2022-06-24 00:00:00,2022-06-25 00:00:00,2022-06-27 00:00:00,04D2813342022051
SUPER 10 OU 200,66804,1369811,703945351,2022-06-17 00:00:00,2022-06-24 00:00:00,2022-06-26 00:00:00,2022-06-27 00:00:00,04D2813342022051
CASH,14001,4148508,703891660,2022-06-03 00:00:00,2022-06-23 00:00:00,2022-06-25 00:00:00,2022-06-27 00:00:00,04D2813342022051
CASH,14001,4148510,703891660,2022-06-03 00:00:00,2022-06-23 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
CHANCE EN OR,14601,159743,800375351,2022-04-22 00:00:00,2022-06-23 00:00:00,2022-07-16 00:00:00,2022-07-18 00:00:00,04D2813342022057
Coup Double,88801,1708014,703719229,2022-04-08 00:00:00,2022-06-23 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
GOAL,65401,4456809,703835153,2022-05-06 00:00:00,2022-06-23 00:00:00,2022-07-16 00:00:00,2022-07-18 00:00:00,04D2813342022057
MEGA MOTS CROISÉS,67401,3600969,703891660,2022-06-03 00:00:00,2022-06-23 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
MILLIONNAIRE,67101,4874228,703891660,2022-06-03 00:00:00,2022-06-23 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
SUPER 10 OU 200,66804,948594,703891660,2022-06-03 00:00:00,2022-06-23 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
A PRENDRE OU A LAISSER,70301,1404081,703777097,2022-04-22 00:00:00,2022-06-22 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
AS DE COEUR,14701,291631,703924767,2022-06-13 00:00:00,2022-06-22 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
CASH,14001,4148515,703891660,2022-06-03 00:00:00,2022-06-22 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
JACKPOT,65902,4832134,703777097,2022-04-22 00:00:00,2022-06-22 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
MAXI GOAL,65302,2161617,800313920,2022-03-11 00:00:00,2022-06-22 00:00:00,2022-07-10 00:00:00,2022-07-11 00:00:00,04D2813342022055
MEGA MOTS CROISÉS,67401,3600975,703891660,2022-06-03 00:00:00,2022-06-22 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
MILLIONNAIRE,67101,4765814,800435479,2022-05-20 00:00:00,2022-06-22 00:00:00,2022-06-23 00:00:00,2022-06-27 00:00:00,04D2813342022051
MILLIONNAIRE,67101,4765828,800435479,2022-05-20 00:00:00,2022-06-22 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
SUPER 10 OU 200,66804,948588,703891660,2022-06-03 00:00:00,2022-06-22 00:00:00,2022-06-24 00:00:00,2022-06-27 00:00:00,04D2813342022051
SUPER 10 OU 200,66804,948589,703891660,2022-06-03 00:00:00,2022-06-22 00:00:00,2022-06-23 00:00:00,2022-06-27 00:00:00,04D2813342022051
MEGA MOTS CROISÉS,67401,3600968,703891660,2022-06-03 00:00:00,2022-06-20 00:00:00,2022-06-23 00:00:00,2022-06-27 00:00:00,04D2813342022051
MOTS CROISÉS,67503,22509,703835153,2022-05-06 00:00:00,2022-06-20 00:00:00,2022-06-27 00:00:00,2022-07-04 00:00:00,04D2813342022053
SUPER 10 OU 200,66804,948573,703891660,2022-06-03 00:00:00,2022-06-20 00:00:00,2022-06-21 00:00:00,2022-06-27 00:00:00,04D2813342022051
X20,63705,6776765,703891660,2022-06-03 00:00:00,2022-06-20 00:00:00,2022-06-23 00:00:00,2022-06-27 00:00:00,04D2813342022051
AS DE COEUR,14701,291630,703924767,2022-06-13 00:00:00,2022-06-19 00:00:00,2022-06-21 00:00:00,2022-06-27 00:00:00,04D2813342022051
CASH,14001,4148768,703891660,2022-06-03 00:00:00,2022-06-19 00:00:00,2022-06-22 00:00:00,2022-06-27 00:00:00,04D2813342022051
SUPER 10 OU 200,66804,948572,703891660,2022-06-03 00:00:00,2022-06-19 00:00:00,2022-06-21 00:00:00,2022-06-27 00:00:00,04D2813342022051
BLACK JACK,64706,540269,800435480,2022-05-20 00:00:00,2022-06-18 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
JACKPOT,65902,4832109,703777097,2022-04-22 00:00:00,2022-06-18 00:00:00,2022-06-23 00:00:00,2022-06-27 00:00:00,04D2813342022051
JUNGLE DES MYSTERES,69201,368264,800367592,2022-04-08 00:00:00,2022-06-18 00:00:00,2022-06-28 00:00:00,2022-07-04 00:00:00,04D2813342022053
X20,63705,6776764,703891660,2022-06-03 00:00:00,2022-06-18 00:00:00,2022-06-20 00:00:00,2022-06-27 00:00:00,04D2813342022051
CASH,14001,4148509,703891660,2022-06-03 00:00:00,2022-06-17 00:00:00,2022-06-20 00:00:00,2022-06-27 00:00:00,04D2813342022051
MEGA MOTS CROISÉS,67401,3600951,703891660,2022-06-03 00:00:00,2022-06-17 00:00:00,2022-06-19 00:00:00,2022-06-20 00:00:00,04D2813342022050
MILLIONNAIRE,67101,4691487,703835153,2022-05-06 00:00:00,2022-06-17 00:00:00,2022-06-21 00:00:00,2022-06-27 00:00:00,04D2813342022051
SOLITAIRE,67202,2305131,800435480,2022-05-20 00:00:00,2022-06-17 00:00:00,2022-07-01 00:00:00,2022-07-04 00:00:00,04D2813342022053
VEGAS,63302,3843153,703584522,2022-02-23 00:00:00,2022-06-17 00:00:00,2022-06-27 00:00:00,2022-07-04 00:00:00,04D2813342022053
X20,63705,6776751,703891660,2022-06-03 00:00:00,2022-06-17 00:00:00,2022-06-19 00:00:00,2022-06-20 00:00:00,04D2813342022050
AS DE COEUR,14701,291627,703924767,2022-06-13 00:00:00,2022-06-16 00:00:00,2022-06-19 00:00:00,2022-06-20 00:00:00,04D2813342022050
JACKPOT,65902,4832108,703777097,2022-04-22 00:00:00,2022-06-16 00:00:00,2022-06-18 00:00:00,2022-06-20 00:00:00,04D2813342022050
MEGA GOAL,69901,959554,800435479,2022-05-20 00:00:00,2022-06-16 00:00:00,2022-07-02 00:00:00,2022-07-04 00:00:00,04D2813342022053
SUPER 10 OU 200,66804,948571,703891660,2022-06-03 00:00:00,2022-06-16 00:00:00,2022-06-19 00:00:00,2022-06-20 00:00:00,04D2813342022050
CASH,14001,4148484,703891660,2022-06-03 00:00:00,2022-06-15 00:00:00,2022-06-17 00:00:00,2022-06-20 00:00:00,04D2813342022050
MEGA MOTS CROISÉS,67401,3494087,800435479,2022-05-20 00:00:00,2022-06-15 00:00:00,2022-06-17 00:00:00,2022-06-20 00:00:00,04D2813342022050
SUPER 10 OU 200,66804,948570,703891660,2022-06-03 00:00:00,2022-06-15 00:00:00,2022-06-17 00:00:00,2022-06-20 00:00:00,04D2813342022050
X20,63705,6776701,703891660,2022-06-03 00:00:00,2022-06-15 00:00:00,2022-06-17 00:00:00,2022-06-20 00:00:00,04D2813342022050
AS DE COEUR,14701,291626,703924767,2022-06-13 00:00:00,2022-06-13 00:00:00,2022-06-16 00:00:00,2022-06-20 00:00:00,04D2813342022050
CASH,14001,4440623,800435478,2022-05-20 00:00:00,2022-06-13 00:00:00,2022-06-16 00:00:00,2022-06-20 00:00:00,04D2813342022050
MEGA MOTS CROISÉS,67401,2372381,703891660,2022-06-03 00:00:00,2022-06-13 00:00:00,2022-06-14 00:00:00,2022-06-20 00:00:00,04D2813342022050
MILLIONNAIRE,67101,4691469,703835153,2022-05-06 00:00:00,2022-06-13 00:00:00,2022-06-16 00:00:00,2022-06-20 00:00:00,04D2813342022050
SUPER 10 OU 200,66804,948569,703891660,2022-06-03 00:00:00,2022-06-13 00:00:00,2022-06-14 00:00:00,2022-06-20 00:00:00,04D2813342022050
X20,63705,6776688,703891660,2022-06-03 00:00:00,2022-06-13 00:00:00,2022-06-15 00:00:00,2022-06-20 00:00:00,04D2813342022050
CASH,14001,4440597,800435478,2022-05-20 00:00:00,2022-06-12 00:00:00,2022-06-14 00:00:00,2022-06-20 00:00:00,04D2813342022050
AS DE COEUR,14701,64477,800435479,2022-05-20 00:00:00,2022-06-11 00:00:00,2022-06-14 00:00:00,2022-06-20 00:00:00,04D2813342022050
CASH,14001,4440596,800435478,2022-05-20 00:00:00,2022-06-11 00:00:00,2022-06-13 00:00:00,2022-06-20 00:00:00,04D2813342022050
JACKPOT,65902,3223165,800367592,2022-04-08 00:00:00,2022-06-11 00:00:00,2022-06-17 00:00:00,2022-06-20 00:00:00,04D2813342022050
MEGA MOTS CROISÉS,67401,3494086,800435479,2022-05-20 00:00:00,2022-06-11 00:00:00,2022-06-13 00:00:00,2022-06-20 00:00:00,04D2813342022050
SUPER 10 OU 200,66804,779937,800435478,2022-05-20 00:00:00,2022-06-11 00:00:00,2022-06-12 00:00:00,2022-06-13 00:00:00,04D2813342022048
SUPER 10 OU 200,66804,948563,703891660,2022-06-03 00:00:00,2022-06-11 00:00:00,2022-06-14 00:00:00,2022-06-20 00:00:00,04D2813342022050
X20,63705,7432820,800381086,2022-05-06 00:00:00,2022-06-11 00:00:00,2022-06-12 00:00:00,2022-06-13 00:00:00,04D2813342022048
X20,63705,7434091,800381086,2022-05-06 00:00:00,2022-06-11 00:00:00,2022-06-13 00:00:00,2022-06-20 00:00:00,04D2813342022050
AS DE COEUR,14701,64476,800435479,2022-05-20 00:00:00,2022-06-10 00:00:00,2022-06-12 00:00:00,2022-06-13 00:00:00,04D2813342022048
CASH,14001,4440595,800435478,2022-05-20 00:00:00,2022-06-10 00:00:00,2022-06-12 00:00:00,2022-06-13 00:00:00,04D2813342022048
MOTS CROISÉS,67503,22505,703835153,2022-05-06 00:00:00,2022-06-10 00:00:00,2022-06-18 00:00:00,2022-06-20 00:00:00,04D2813342022050
SUPER 10 OU 200,66804,779748,800435478,2022-05-20 00:00:00,2022-06-10 00:00:00,2022-06-12 00:00:00,2022-06-13 00:00:00,04D2813342022048
X20,63705,7432772,800381086,2022-05-06 00:00:00,2022-06-10 00:00:00,2022-06-11 00:00:00,2022-06-13 00:00:00,04D2813342022048
AS DE COEUR,14701,64475,800435479,2022-05-20 00:00:00,2022-06-09 00:00:00,2022-06-11 00:00:00,2022-06-13 00:00:00,04D2813342022048
MEGA MOTS CROISÉS,67401,3494085,800435479,2022-05-20 00:00:00,2022-06-09 00:00:00,2022-06-10 00:00:00,2022-06-13 00:00:00,04D2813342022048
SUPER 10 OU 200,66804,779721,800435478,2022-05-20 00:00:00,2022-06-09 00:00:00,2022-06-11 00:00:00,2022-06-13 00:00:00,04D2813342022048
AS DE COEUR,14701,64473,800435479,2022-05-20 00:00:00,2022-06-08 00:00:00,2022-06-09 00:00:00,2022-06-13 00:00:00,04D2813342022048
AS DE COEUR,14701,64474,800435479,2022-05-20 00:00:00,2022-06-08 00:00:00,2022-06-10 00:00:00,2022-06-13 00:00:00,04D2813342022048
CASH,14001,4440594,800435478,2022-05-20 00:00:00,2022-06-08 00:00:00,2022-06-10 00:00:00,2022-06-13 00:00:00,04D2813342022048
MEGA MOTS CROISÉS,67401,3415579,703777097,2022-04-22 00:00:00,2022-06-08 00:00:00,2022-06-09 00:00:00,2022-06-13 00:00:00,04D2813342022048
MILLIONNAIRE,67101,4501837,703777097,2022-04-22 00:00:00,2022-06-08 00:00:00,2022-06-11 00:00:00,2022-06-13 00:00:00,04D2813342022048
A PRENDRE OU A LAISSER,70301,1404080,703777097,2022-04-22 00:00:00,2022-06-06 00:00:00,2022-06-18 00:00:00,2022-06-20 00:00:00,04D2813342022050
CASH,14001,4440316,800435478,2022-05-20 00:00:00,2022-06-06 00:00:00,2022-06-07 00:00:00,2022-06-13 00:00:00,04D2813342022048
CASH,14001,4440317,800435478,2022-05-20 00:00:00,2022-06-06 00:00:00,2022-06-09 00:00:00,2022-06-13 00:00:00,04D2813342022048
JACKPOT,65902,3223158,800367592,2022-04-08 00:00:00,2022-06-06 00:00:00,2022-06-12 00:00:00,2022-06-13 00:00:00,04D2813342022048
MOTS CROISÉS,67503,22476,703835153,2022-05-06 00:00:00,2022-06-06 00:00:00,2022-06-10 00:00:00,2022-06-13 00:00:00,04D2813342022048
SUPER 10 OU 200,66804,779718,800435478,2022-05-20 00:00:00,2022-06-06 00:00:00,2022-06-10 00:00:00,2022-06-13 00:00:00,04D2813342022048
X20,63705,7432771,800381086,2022-05-06 00:00:00,2022-06-06 00:00:00,2022-06-11 00:00:00,2022-06-13 00:00:00,04D2813342022048
CASH,14001,4440314,800435478,2022-05-20 00:00:00,2022-06-04 00:00:00,2022-06-05 00:00:00,2022-06-06 00:00:00,04D2813342022045
CASH,14001,4440315,800435478,2022-05-20 00:00:00,2022-06-04 00:00:00,2022-06-06 00:00:00,2022-06-13 00:00:00,04D2813342022048
MEGA MOTS CROISÉS,67401,3415570,703777097,2022-04-22 00:00:00,2022-06-04 00:00:00,2022-06-09 00:00:00,2022-06-13 00:00:00,04D2813342022048
MILLIONNAIRE,67101,4501824,703777097,2022-04-22 00:00:00,2022-06-04 00:00:00,2022-06-07 00:00:00,2022-06-13 00:00:00,04D2813342022048
SUPER 10 OU 200,66804,779717,800435478,2022-05-20 00:00:00,2022-06-04 00:00:00,2022-06-07 00:00:00,2022-06-13 00:00:00,04D2813342022048
X20,63705,7432768,800381086,2022-05-06 00:00:00,2022-06-04 00:00:00,2022-06-06 00:00:00,2022-06-13 00:00:00,04D2813342022048
CASH,14001,4440292,800435478,2022-05-20 00:00:00,2022-06-03 00:00:00,2022-06-04 00:00:00,2022-06-06 00:00:00,04D2813342022045
SUPER 10 OU 200,66804,723491,800381086,2022-05-06 00:00:00,2022-06-03 00:00:00,2022-06-05 00:00:00,2022-06-06 00:00:00,04D2813342022045
X10,63802,4016100,703584522,2022-02-23 00:00:00,2022-06-03 00:00:00,2022-06-07 00:00:00,2022-06-13 00:00:00,04D2813342022048
X20,63705,6946909,800375351,2022-04-22 00:00:00,2022-06-03 00:00:00,2022-06-05 00:00:00,2022-06-06 00:00:00,04D2813342022045
A PRENDRE OU A LAISSER,70301,1376616,703719229,2022-04-08 00:00:00,2022-06-02 00:00:00,2022-06-04 00:00:00,2022-06-06 00:00:00,04D2813342022045
CASH,14001,4440291,800435478,2022-05-20 00:00:00,2022-06-02 00:00:00,2022-06-03 00:00:00,2022-06-06 00:00:00,04D2813342022045
